_id;author_details;title;isbn;description;genre
267;Lenin, ;Stato E Rivoluzione. Il Marxismo Sullo Stato;;;
268;Viola, Filippo;La Società Astratta;9788826700410;;
269;Spriano, Paolo;Storia Del Partito Comunista Italiano Vol. 2 - Gli Anni Della Clandestinità;9788806188207;;Guerra, Resistenza e Storia Del PCI
270;Spriano, Paolo;Storia Del Partito Comunista Italiano Vol. 3 - I Fronti Popolari, Stalin, La Guerra;9788806304522;;Guerra, Resistenza e Storia Del PCI
271;Spriano, Paolo;Storia Del Partito Comunista Italiano Vol. 4: La Fine Del Fascismo. Dalla Riscossa Operaia Alla Lotta Armata;9788806112219;Il presente volume, il quarto di questa storia del Partito comunista italiano, doveva essere anche l’ultimo, nell’intenzione dell’autore e nella promessa da lui fatta al lettore. Si trattava di affrontare il periodo che va dallo scoppio della seconda guerra mondiale sino alla Resistenza e alla conquista della Repubblica: 1940-46, sostanzialmente. Cammin facendo, ci siamo accorti invece che era indispensabile dividere in due la parte conclusiva di un lungo lavoro che ha preso le mosse dalla prima guerra mondiale.<br>Qui parliamo del 1940-43, degli anni della guerra fascista: dal modo come l’Italia entra nel conflitto sino alla conclusione catastrofica dell’intervento, alla caduta di Mussolini e all’armistizio dell’8 settembre 1943. Sono tre anni ricchissimi di avvenimenti che hanno, per il nostro discorso, un’importanza particolare: seguiamo la progressiva disgregazione delle basi di massa del regime, contrassegnata dalle sconfitte militari e dalle sofferenze del popolo, dal formarsi di primi nuclei attivi dì opposizione nel paese, dalla grande riscossa operaia, dal drammatico corso dei cosiddetti quarantacinque giorni del nuovo governo Badoglio Di qui, dal momento in cui si concretizza la prospettiva di una lottaarmata riprenderemo il filo della narrazione per il quinto volume: la Resistenza e la Repubblica.;Guerra, Resistenza e Storia Del PCI
272;AA.VV, ;Internazionale Situazionista 1958-69;;;
273;Reed, John;Ten Days That Shook the World;9780486452401;"""Brilliant and entertaining.""—<em>The New York Times Book Review</em><br>This first-person chronicle by John Reed, a legendary journalist who was present at the flash point of the Russian Revolution in 1917, provides an intense and informative eyewitness account of one of the greatest events of the twentieth century.<br>Capturing the spirit of those heady days of excitement and idealism, Reed's true-to-life account follows many of the prominent Bolshevik leaders, as well as vividly capturing the mood of the masses. Verbatim reports of speeches by leaders, and comments of bystanders — set against an idealized backdrop of the proletariat united with soldiers, sailors, and peasants — are balanced by passionate narratives describing the fall of the provisional government, the assault on the Winter Palace, and Lenin's seizure of power.<br>Accompanied by contemporaneous photographs, this gripping record by a western journalist has been acclaimed worldwide since its first publication in 1919. Endorsed by Lenin as a ""truthful and most vivid exposition,"" the work was the basis for the Academy Award-winning 1981 film <em>Reds</em>.";History / Europe / Russia & the Former Soviet Union
274;Clausewitz, Carl von|Aroldi, Edmondo|Bollati, Ambrogio|Canevari, Emilio|Jean, Carlo|Clausewitz, Karl von;Della Guerra;9788804431190;"Il più noto trattato di strategia della cultura occidentale, capolavoro del generale prussiano von Clausewitz (1780-1831), il fondatore della scienza della guerra, la ""polemologia"".";Guerra, Resistenza e Storia Del PCI
275;Makhno, Nestor Ivanovich|Ferraresi, Luciano|MAKHNO, Nestor;La Rivoluzione Russa in Ucraina, Marzo 1917 / Aprile 1918;;;
276;Marx, Karl;Salario, Prezzo E Profitto;9788835957386;"""Quando i plebei romani fecero sciopero contro i patrizi romani, il patrizio Agrippa raccontò loro che la pancia patrizia nutre le membra plebee del corpo politico. Agrippa non riuscì però a dimostrare che le membra di un uomo si nutrono quando si riempie la pancia di un altro.""";Political Science / Public Policy / Economic Policy
277;M., JOHNSON Harry|Johnson, Harry M.;Trattato Di Sociologia;;Edizione italiana a cura di Luciano Gallino 16mo pp. XXX - 858 broch;
278;Neuberg, A.;L'insurrezione Armata;;;
279;Clausewitz, Carl von|rossa, Stella;In Caso Di Golpe;;;Guerra, Resistenza e Storia Del PCI
280;Statera, Alberto;Storia Di Preti E Di Palazzinari;;;Real estate investment
281;Ceprano, Anna|Rizzo, Luigi;I Cantieri Navali Partenopei 1933-1998;;;
282;Totò, |De Curtis, A;'a Livella;9788876057281;;Poetry / General
283;di), BONO Elena (a cura|Bono, Elena;Quasi Un Corale;;Testimonianze poetiche alla Resistenza. Poesie di Cesare Pavese, Elio Filippo Accrocca, Giovanni Arpino, Corrado Govoni, Salvatore Quasimodo, Louis Aragon, Piero Calamandrei, et al., con un profilo storico biografico di ciascun poeta 8vo pp. 166 broch;
284;Radiguet, Raymond|Sanvitale, Francesca;Il Diavolo in Corpo;9788806189280;Il protagonista è un adolescente spinto da un'irrefrenabile voglia di ribellione, che si lascia trascinare in una storia di passione e trasgressione in tempo di guerra. Come scrive Francesca Sanvitale, <em>Il diavolo in corpo</em> non è soltanto un libro «maledetto», ma appartiene di diritto alla grande tradizione del romanzo francese: l'aria che vi si respira rivela l'attitudine dell'autore a razionalizzare i sentimenti alla luce di quella crudeltà della ragione che proviene dal Settecento delle <em>Relazioni pericolose</em> di Laclos.;Fiction / General
285;Momtemaggi, Amedeo;Linea Gotica;;;
286;Ballerini, Rolando;Massime Greche E Latine;9788863112733;;
287;Rousseau, Jean-Jacques;Origine Della Disuguaglianza;9788807820434;;Politica
288;Montalbán, Manuel Vázquez;Questioni Marxiste;9788876846717;"Nutrito di saggio e poesia, un romanzo punteggiato di citazioni cinematografiche, in cui le gag dei fratelli Marx, compreso Karl, ci costringono a riflettere - non molto diversamente da Robinson davanti ai suoi centoventi baccalà - sui dilemmi della condizione umana, sul concetto di rivoluzione e sulle paure dei vinti, vere e segrete forze propulsive della storia. E, come sempre dalla parte dei vinti, Vazquez Montalban azzarda una diagnosi di quelli che saranno i nostri destini in un mondo globalizzato e ""subnormale"".";Fiction / General
289;Ansary, Mir Tamim|Fazi, Thomas|Ansary, Tamim;Un Destino Parallelo: La Storia Del Mondo Vista Attraverso Lo Sguardo Dell'islam;9788864110936;With storytelling brio and evenhanded sympathy to all sides, Tamin Ansary clarifies how the Islamic realm views the history of the world, including how they interpret our own version of events.;Social Science / Islamic Studies
290;Adams, Richard|Paolini, Pier Francesco;La Collina Dei Conigli;9788817113304;Nel sud dell’Inghilterra, sulle colline del Berkshire, prolifica una ricca conigliera. Qui vive anche il piccolo Quintilio, spesso preda di sogni premonitori: stavolta il sonno gli ha parlato di un grave pericolo che li minaccia, qualcosa che viene dagli uomini, un presentimento inspiegabile. Come svelare agli altri conigli il rischio che sta per travolgerli? Come metterli in guardia? E cosa fare se il Coniglio Capo non gli crede? <br><br>Fuggire: bisogna fuggire lontano, attraverso terre sconosciute. Bisogna trovare il coraggio necessario, correre fino allo sfinimento e non lasciarsi mai prendere dallo sconforto.<br><br>Quintilio non è solo nel suo viaggio: con lui ci sono Moscardo, Parruccone, Mirtillo e tanti altri. Loro sanno attraversare i fiumi, sfuggire alle trappole, lottare con coraggio se c’è un amico da salvare. Anche se il viaggio sembra non finire mai e i nemici sbucano da ogni parte…;Fiction / General
291;Lussu, Emilio;Un'anno Sull'altipiano;9788828600114;School edition, in Italian, with notes (also in Italian) of Emilio Lussu's novel.;
292;Bey, Hakim;Taz. Zone Temporaneamente Autonome;9788886926201;;Social Science / Sociology / General
293;Lindgren, Astrid|Sanavio, Annuska Palme Larussa|Ziliotto, Donatella|Nyman, Ingrid Vang;Pippi Calzelunghe;9788877820136;Pippi è una ragazzina allegra, furba e ricchissima, vive sola a Villa Villacolle e non ha paura di niente: sta benissimo anche senza i genitori, perché così nessuno le dice quando è ora di andare a letto o le insegna le buone maniere. Uscito nel 1944 in Svezia, questo libro ha operato un grande cambiamento nella letteratura infantile europea causando un profondo rivolgimento di costumi e un grande scandalo tra i benpensanti. Molte ragazze che, alla fine degli anni Sessanta parteciparono ai movimenti studenteschi, dichiararono di essersi ispirate a Pippi.;
294;Napoli, Franco F.;Villa Wolkonsky 1943-1988 Il Lager Naista Di Roma;;;Guerra, Resistenza e Storia Del PCI
295;Hikmet, Nazim|Lussu, Joyce;Poesie D'amore;9788804500919;Per Nazim Hikmet una poesia d'amore è un nucleo di emotività e di pensiero in cui occorre riuscire a fondere tutti gli aspetti della propria vita. Poeta d'amore e contemporaneamente poeta di battaglie, la forza dei suoi versi, lontanissima dai cliché del lirismo erotico, risiede proprio in un'inesausta partecipazione a tutto cià che accade nel mondo. E' così che in un dettato poetico unico, nato dall'incontro tra dolcezza orientale e moderna asprezza dei ritmi occidentali, due culture e due modi di vivere si uniscono, in poesie che sono sintesi magnifica di due facce, quella lirica e quella epica, della personalità di Hikmet.;Poetry / General
296;Giusti, Graziano;La Rivoluzione Dal Basso;;;Guerra, Resistenza e Storia Del PCI
297;Ghirardi, Sergio;Lettera Aperta Ai Sopravvissuti;;;Situation (Philosophy)
298;Capogrossi, Salvatore;Storia Di Antagonismo E Resistenza;9788886973007;;Guerra, Resistenza e Storia Del PCI
299;Simonetta, Umberto;I Viaggiatori Della Sera;;;
300;Beritelli, Laura|Dazieri, Sandrone|Beritelli, L.|Inventati, Autistici &;+kaos. 10 Anni Di Hacking E Mediattivismo;9788895029627;L’esperienza collettiva di un gruppo di ragazze e ragazzi appassionati di tecnologia e comunicazione che hanno fatto proprio il motto di Primo Moroni “Condividere saperi, senza fondare poteri”.<br><br>“All’inizio la lista era un casino” – Pinke<br>“Era il 2000, no, no, era il 2001, aspetta guardiamo...<br>ah sì (sospiro). Era maggio” – Cojote.<br>[iptables -A INPUT -p all -s ! 127.0.0.1 -j DROP]<br><br>Alla fine del XX secolo la scena hacker era avanguardia pura. Quando le idee, le pratiche e le scorribande nella rete di questa nicchia di sperimentatori telematici iniziarono ad attirare l’attenzione del mainstream, in Italia un manipolo di attivisti ebbe l’intuizione che la comunicazione fosse davvero la sostanza in cui si sarebbero espressi i processi sociali, politici e culturali dell’immediato futuro.<br>Il collettivo A/I, o Autistici/Inventati, nasce nel 2001 con l’obiettivo di creare un server autogestito e fornire gratuitamente servizi web nel rispetto dell’anonimato e della privacy. Il loro veicolo informatico è sopravvissuto a molti tentativi di repressione, a denunce, sequestri, inchieste giudiziarie. Nel tempo, ha costruito una rete di server collocati in molti paesi del mondo che gli permette di offrire a diverse migliaia di utenti gli strumenti per una navigazione consapevole, che tutela la loro libertà di informazione e comunicazione.<br>Questo libro è prima di tutto un azzardo, un tentativo di narrazione pensato a partire dai ricordi di chi in A/I c’è stato, di chi passava di lì per caso ed è rimasto, di chi ha dato una mano, di chi ancora, ogni giorno decide che ne vale la pena. È, al contempo, il racconto di un’avventura abbastanza unica nel mondo del digitale e la ricostruzione di una serie di percorsi formativi mai lineari, al limite tra gioco e impegno politico.<br><br>Presentazione di Sandrone Dazieri<br>Prefaziosa di Ferry Byte<br><br>Laura Beritelli (Firenze, 1978) ha una laurea in Ermeneutica Filosofica. Dal 2007 è redattrice della rivista Humana.mente, un quadrimestrale di studi filosofici pubblicato gratuitamente online.;Social Science / Media Studies
301;AA.VV, ;Modello Roma. L'ambigua Modernità;9788886973892;;Architecture / Urban & Land Use Planning
302;Ming, Wu|Wu, Ming;Altai;9788806198961;«Che segno è quando un arcobaleno appare, non c'è stata pioggia e l'aria è secca e tersa?<br>È quando la terra sta per tremare, e il mondo intero vacilla».<br><br>Quindici anni dopo l'epilogo di Q.<br>Venezia, Anno Domini 1569. Un boato scuote la notte, il cielo è rosso e grava sulla laguna: è l'Arsenale che va a fuoco, si apre la caccia al colpevole. Un agente della Serenissima fugge verso oriente, smarrito, «l'anima rigirata come un paio di brache». Costantinopoli sarà l'approdo. Sulla vetta della potenza ottomana conoscerà Giuseppe Nasi, nemico e spauracchio d'Europa, potente giudeo che dal Bosforo lancia una sfida al mondo e a due millenni di oppressione.<br>Intanto, ai confini dell'impero, un altro uomo si mette in viaggio, per l'ultimo appuntamento con la Storia. Porta al collo una moneta, ricordo del Regno dei Folli.<br>Echi di rivolte, intrighi, scontri di civiltà. Nuove macchine scatenano forze inattese, incalzano il tempo e lo fanno sbandare. Nicosia, Famagosta, Lepanto: uomini e navi corrono verso lo scontro finale.<br>Wu Ming, il collettivo di scrittori che al suo esordio si firmò «Luther Blissett», torna nel mondo del suo primo romanzo.<br><br>«Molti credono che il Signore disperse le lingue degli uomini per punirli, ma è l'esatto contrario. Egli vide che l'uniformità li rendeva superbi, dediti a imprese tanto eccessive quanto inutili. Allora si rese conto che l'umanità aveva bisogno di un correttivo e ci fece dono delle differenze.<br>Cosí i muratori, di costumi e fedi diversi, devono trovare un modus vivendi che consenta di portare a termine l'edificio».<br><br>«- Tu hai mai avuto un sogno, Manuel?<br>La risposta uscí come un singulto.<br>- Sí, non essere giudeo. Fu mio padre ad avverarlo.<br>- Ti capisco piú di quanto non immagini. Perché rimanere deboli quando si può diventare forti?<br>Ma io non mi accontento di trasformare me stesso. Voglio trasformare un popolo. Da debole a forte. Da diviso a unito. Da ospite mal sopportato a padrone del proprio destino. Da fuggiasco a protettore di chi fugge. Sono millecinquecento anni che scappiamo. È giunto il momento di fermarci».;Fiction / Historical
303;Adams, Douglas;La Vita, L'universo E Tutto Quanto;9788804641766;;
304;Turner, Alice K.|Bradbury, Ray|Le Guin, Ursula K.|Spinrad, Norman|Knight, Damon|Vonnegut, Kurt|Ballard, J.G.|Pohl, Frederik|Sheckley, Robert|Clarke, Arthur C.|Lessing, Doris|Niven, Larry|Ellison, Harlan|Curtoni, Vittorio;La Fantascienza Di Playboy - Parte Prima;;"Nota: prima parte di ""The Playboy Book of Science Fiction"", la seconda è in ""<a href=""http://www.goodreads.com/book/show/15904094.La_fantascienza_di_Playboy__parte_seconda_"" title=""La fantascienza di Playboy (parte seconda)"">La fantascienza di Playboy (parte seconda)</a>""<br><br>Sin dall'inizio, nel 1953, ""Playboy"" ha accolto la fantacsienza sulle sue pagine. Imaginazione, innovazione e audacia sono sempre state caratteristiche peculiari della rivista; non meraviglia che abbia attratto tanti autori del settore, di primissiomo piano. E ci sono rimasti fedeli. Ray Bradbury è stao il primo giovane autore contemporaneo scelto per essere ristampato, in quei primi anni in cui ""Playboy"" non poteva ancora permettersi di pubblicare narrativa originale; è stato anche uno dei primi ad aver venduto racconti inediti, ed è tuttora, a decenni di distanza, uno dei nostri preferiti..<br><br>Indice:<br>Ray BRADBURY - La città perduta di Marte (The Lost City of Mars, 1967<br>Ursula Kroeber LE GUIN - Nove vite (Nine Lives, 1969)<br>Norman SPINRAD - Veglia funebre (Death Watch, 1965)<br>Damon KNIGHT - Maschere (Masks, 1968)<br>Kurt VONNEGUT jr. - Benvenuta nella gabbia delle scimmie (Welcome to the Monkey House, 1968)<br>James Graham BALLARD - L'astronauta morto (The Dead Astronaut, 1968)<br>Frederik POHL - L'uomo schematico (The Schematic Man, 1969)<br>Robert SHECKLEY - Senti qualcosa quando faccio così? (Can You Feel Anything When I Do This?, 1969)<br>Arthur Charles CLARKE - Il transito della Terra (Transit of Earth, 1971)<br>Doris LESSING - Rapporto sulla città minacciata  (Report on the Threatened City, 1989)<br>Larry NIVEN - Leviatano (Leviathan!, 1970)<br>Harlan ELLISON - Tutti gli uccelli tornano al nido (All the Birds Come Home to Roost, 1979)";
305;Agosti, Silvano;Il Giudice (Trilogia Del Mistero);9788896192054;Un giudice, all'apice della sua carriera, deve confrontarsi con se stesso e la propria umanità. Tenterà di riconoscersi, nelle immagini che sembrano affiorare dal passato, intraprendendo un percorso che lo costringerà a dover rinunciare a qualcosa di sé.;
306;Fantazzini, Horst;Ormai È Fatta!;;;
307;Invisibile, Comitato;L'insurrezione Che Viene;;;
308;Barrot, ;Les Roman de Nos Origines;;;
309;Ciancabilla, Giuseppe;Un Colpo Di Lima;;;
310;Rossi, Quaderni;Lotte Operaie Nello Sviluppo Capitalistico;;;
311;Vasilikòs, Vasilis|Vassilikos, Vassilis;La Foglia;9788838905100;;Fiction / General
312;Morris, William;Il Sogno Di John Ball;9788895923574;"Pubblicato nel 1888, ""Il Sogno di John Ball"" è una fantasia di carattere utopico socialista, e ha la forma di un sogno in cui il narratore si ritrova proiettato - dopo aver annusato gli effluvi di un misterioso 'papavero bianco' (quello da cui si ricava l'oppio) - all'epoca di una rivolta contadina avvenuta nel 1381 nel corso della Guerra dei Cento Anni, e capitanata, tra gli altri, da John Ball, una storica, seppur poco nota, figura di prete di campagna. Il narratore ben presto si ritrova coinvolto nella ribellione e assiste agli scontri armati tra rivoltosi e soldati dei signori locali. Dopo aver assistito a un sermone di rara potenza oratoria che John Ball tiene ai contadini ribelli, il narratore incontra il prete e durante una notte i due svolgono una conversazione di carattere politico e sociale che rivela incredibili aspetti di attualità e contemporaneità.";Fiction / Classics
313;Cannito, Sante;Frammenti Di Storia Altamurana;9788895911038;;History / General
314;Baj, Enrico;Che Cos'è La 'patafisica?;;;
315;Azzano, Enrico|Meale, Raffaele|Azzano, E.|Meale, R.;Nihon Eiga. Storia Del Cinema Giapponese Dal 1945 Al 1969;9788890528316;"A distanza di un anno o poco più dall'esperienza di ""Nihon Eiga - Storia del Cinema Giapponese"" dal 1970 al 2010, ci è sembrato doveroso proseguire nel viaggio all'interno dell'universo della Settima Arte a Tokyo e dintorni. Un percorso a ritroso che ci ha condotti in un periodo storico a dir poco cruciale per le sorti del Giappone moderno e democratico. Assumere infatti come coordinate di partenza e di arrivo il 1945 e il 1969 non è solo un modo per dare continuità al progetto, ma equivale a scrutare il cinema giapponese da un punto di vista politico e sociale ben definito. Dallo scoppio delle bombe atomiche su Hiroshima e Nagasaki alle grandi proteste di piazza che scossero la nazione a cavallo del 1968, ""Nihon Eiga - Storia del Cinema Giapponese dal 1945 al 1969"" permetterà al lettore di (ri)scoprire il cinema dei grandi maestri, come Kenji Mizoguchi, Yasujiro Ozu, Mikio Naruse e Akira Kurosawa, e di appassionarsi all'afflato popolare di autori di culto quali Seijun Suzuki, Ishiro Honda, Teruo Ishii e Nobuo Nakagawa. Senza per questo dimenticare gli sperimentatori dell'Art Theatre Guild, i registi di punta della ""nuberu bagu"", i primi vagiti dell'industria degli anime.";Performing Arts / Film & Video / General
316;Azzano, Enrico|Meale, Raffaele|Rosati, Riccardo;Nihon Eiga. Storia Del Cinema Giapponese Dal 1970 Al 2010;9788890528309;"Riuscire a scovare una data che, senza forzature o manomissioni di sorta, sia in grado di fungere da limite temporale invalicabile per quanto riguarda la storia di una nazione, o addirittura di una cultura, è quasi sempre un miraggio. Il viaggio intrapreso in questa rassegna parte, come da titolo, nel 1970: si sarebbe potuto scegliere il 1964, anno dello svolgimento delle Olimpiadi a Tokyo e dell'ingresso del Giappone nell'OCSE; il 1960, durante il quale fu firmato il discusso trattato di sicurezza e cooperazione reciproca con gli Stati Uniti d'America; il 1972, con i leggendari giochi invernali di Sapporo, nell'isola di Hokkaido, i primi disputati al di fuori di Europa e Nord America. Volendo infine rimanere nel campo dell'industria cinematografica, si sarebbe potuti risalire perfino al 1951, quando un allora sconosciuto Akira Kurosawa trionfò alla Mostra del Cinema di Venezia con Rashomon, arrivato in laguna grazie all'interessamento di Giuliana Stramigioli, docente di italiano presso l'Università degli Studi Stranieri di Tokyo.";
317;Jezek, Mojmir;No Finchè L'erba Non Smetterà Di Crescere E L'acqua Di Scorrere. L'opposizione Degli Indiani Alla Società Capitalista.;;;
318;Bianciardi, Luciano;L'antimeridiano: Opere Complete - Volume Primo;9788876380303;Luciano Bianciardi è uno degli scrittori e giornalisti italiani più influenti degli anni sessanta. Satirista d’eccezione, critico della nascente industria culturale ed esistenzialista non ortodosso, la sua opera è necessariamente narrata in prima persona. Un’opaca ombra autobiografica, che segue i passi della sua vita tormentata, dall’impegno politico-sociale giovanile passando per l’analisi del lavoro culturale fino alle ultime collaborazioni giornalistiche su temi di cultura popolare. Quella di Luciano Bianciardi è una cronaca ragionata dell’Italia com’era e come è, la potenza della riflessione senza padri né padroni, del cinismo applicato senza compiacimento, semmai con dolore (lo stesso dolore che lo renderà alcolista, prima di ucciderlo, non ancora cinquantenne). Isbn Edizioni e ExCogita consacrano questo inascoltato precursore dedicando alla sua figura un (anti)Meridiano in due volumi che raccoglie le sue opere complete, tra cui quelle, numerose, da tempo introvabili. Il primo volume contiene romanzi, saggi, racconti e diari giovanili: I Minatori della Maremma scritto con Carlo Cassola, Garibaldi, La vita agra, il Lavoro Culturale, L’integrazione, Viaggio in Barberia, Daghela avanti un passo!, Da Quarto a Torino, Aprire il fuoco, tutti i suoi racconti (pubblicati su vari giornali e in alcune raccolte) e i suoi Diari Giovanili (diari universitari e di guerra), fino ad oggi inediti. Nel secondo volume, in uscita a fine 2007, un’ampia scelta tra i suoi articoli giornalistici, pubblicati su varie testate (ABC, La Gazzetta di Livorno, Il Giorno, l’Avanti, Il Guerin Sportivo, Playmen, Le Ore, L’Unità di Torino…).;
319;Breccia, Alberto|Breccia, Enrique|Forgia, P. La|Vacca, J.|Enrique Breccia, Hèctor G. Oesterheld Alberto Breccia|Oesterheld, Hèctor G.;Che;9788817018470;"Publicada por la Editorial Jorge Álvarez en 1968, Vida del Che iba a contar, en principio, con dos historietas separadas; una dibujada por Alberto Breccia y otra por Enrique Breccia. Los guiones de Oesterheld mostraban claramente las dos facetas del Che, la del hombre (Alberto) y la del mito revolucionario (Enrique). Y lo hacía desde la propia estructura discursiva, escogiendo un narrador en tercera persona para los años formacionales que comenzaban en Rosario y se detenían en El Congo, tras pasar por la Sierra Maestra; y abrazando la primera persona para el fatal destino boliviano y su salto sin red a la eternidad. Un texto mucho más moros y cargado de detalles en la primera instancia, que dejaba paso al libre fluir de la conciencia del Che, en el último tramo. Un recurso creativo que le permitía ir metiendo al lector en la piel y las tripas de Guevara, yendo de la razón al sentimiento, del dicho al hecho. La pasión según el Che, apelando a la clásica metáfora cristiana de sacrificio personal en pos del bienestar general. O el paso del hombre al Hombre NUevo.";Political Science / Political Process / Leadership
320;Swaab, Neil;Mr. Wiggles;9788889674284;"Nell'epoca del politicamente corretto, Mr. Wiggles è un orsetto che schiaccia ogni tabù. Questa è la prima raccolta in italiano delle sue cattivissime, irriverenti, ed esilaranti strisce, pubblicate in Italia sulle pagine di ""Internazionale"".";Humor / Form / Comic Strips & Cartoons
321;Swaab, Neil|Marcelli, Claudio Rossi;Mr. Wiggles Colpisce Ancora;9788889674499;Chiudete a chiave la porta, nascondete gli alcolici e chiamate la polizia: torna mr. Wiggles con un nuovo carico di abusi e misantropia nella sua nuova raccolta di strisce. Unitevi all'adorabile orsacchiotto pervertito e al suo amico umano in un viaggio attraverso le droghe, il sesso, le psicosi e le ossessioni malsane, alla scoperta di un lato divertente nei contesti pia improbabili.;Humor / Form / Comic Strips & Cartoons
322;Delisle, Guy|De Ritis, Andrea|Guy., Delisle;Pyongyang;9788889674109;"Pyongyang è la capitale della Corea del Nord, uno stato ai confini della realtà: una spietata dittatura comunista che vive in isolamento quasi completo, immersa nel culto di Kim Il-sung, nominato ""presidente eterno"" dopo la sua morte, e di suo figlio, il ""caro leader"" Kim Jong-il. Per gli stranieri è difficilissimo entrare e praticamente impossibile avere contatti con gli abitanti. Guy Delisle ha lavorato a Pyongyang per due mesi, e ne è tornato con un reportage a fumetti allo stesso tempo esilarante e drammatico. Uno sguardo unico dal paese più assurdo del mondo, dove il 1984 di Orwell non è più fantascienza. <br><br>FONTE: <a href=""http://fusiorari.it/delisle.htm"" target=""_blank"" rel=""nofollow"">http://fusiorari.it/delisle.htm</a>";Political Science / Human Rights
323;Goscinny, René|Uderzo, Albert|de Goscinny, Rene|Uderzo, M.;Asterix E Il Paiolo;9780340202128;"The Adventures of Asterix (French: Asterix or Asterix le Gaulois) is a series of French comic books written by Rene Goscinny and illustrated by Albert Uderzo (Uderzo also took over the job of writing the series after the death of Goscinny in 1977). The series first appeared in French in the magazine Pilote on 29 October 1959. As of 2008, 33 comic books in the series have been released.<br>The series follows the exploits of a village of ancient Gauls as they resist Roman occupation. They do so by means of a magic potion, brewed by their druid, which gives the recipient superhuman strength. The protagonist, the titular character, Asterix, along with his friend Obelix have various adventures. In many cases, this leads them to travel to various countries around the world, though other books are set in and around their village. For much of the history of the series (Volumes 4 through 29), settings in Gaul and abroad alternated, with even-numbered volumes set abroad and odd-numbered volumes set in Gaul, mostly in the village.<br>The Asterix series is one of the most popular Franco-Belgian comics in the world, with the series being translated into over 100 languages, and it is popular in most European countries. <br>The success of the series has led to the adaptation of several books into 11 films; eight animated, and three with live actors. There have also been a number of games based on the characters, and a theme park near Paris, Parc Asterix, is themed around the series. To date, 325 million copies of 33 Asterix books have been sold around the world making co-creators Rene Goscinny and Albert Uderzo France's bestselling authors abroad.";
324;Goscinny, René|Uderzo, Albert|Marchesi, Marcello;Asterix E Cleopatra;9788804271659;Cleopatra, sovrana d'Egitto ed amante di Giulio Cesare, per dimostrare a quest'ultimo come il suo popolo sia ancora in grado di realizzare capolavori architettonici quali le Piramidi promette di costruirgli un grandioso palazzo sulle rive del Nilo. Incarica perciò uno dei suoi architetti, Numerobis, di completare in tre mesi la favolosa opera. Questi, dotato di scarsissime doti tecniche ed artistiche, chiede aiuto al suo amico Panoramix. Il druido gallico parte perciò con i fidi Asterix e Obelix per Alessandria d'Egitto: qui i tre avranno a che fare sia con i Romani, intenzionati a far fallire il progetto di Cleopatra, sia con l'architetto Stocafis, avversario di Numerobis.;Juvenile Fiction / Comics & Graphic Novels / General
325;Goscinny, René;Asterix Il Gallico;;;
326;Goscinny, René;Asterix E I Goti;;;
327;Goscinny, René;Asterix E Il Falcetto D'oro;;;
328;Goscinny, René;Asterix Legionario;;;
329;Goscinny, René|Uderzo, Albert;Asterix E I Britanni;9788804621546;Non c'è romano che scampi ai loro pugni, non c'è arrosto di cinghiale che sopravviva al loro formidabile appetito: finché ci saranno Asterix e Obelix a difendere il villaggio, la conquista della Gallia sarà un incubo per Cesare e per i poveri centurioni che incroceranno la loro strada! Età di lettura: da 10 anni.;Juvenile Fiction / Comics & Graphic Novels / General
330;Goscinny, René;"""Asterix e Cleopatra"" ""Le mille e un'ora di Asterix"" ""Il figlio di Asterix"" ""Asterix e la galera di Obelix"" ""Asterix, la rosa e il gladio""";9788804459781;"Nel 50 a. C. un villaggio della Francia occidentale resiste ostinatamente alla conquista romana. Come? Grazie alla forza sovrana del piccolo guerriero Asterix, nutrito dalle magiche porzioni di Panoramix. E all'aiuto del suo strampalato compagno, Obelix. Sette storie fra le più belle - ""Asterix e Cleopatra""; ""Le mille e un'ora di Asterix""; ""Il figlio di Asterix""; ""Asterix e la galera di Obelix"" e ""Asterix, la rosa e il gladio - di un personaggio dei fumetti che è ormai un'istituzione.";Comics & Graphic Novels / General
331;Goscinny, René|Uderzo, Albert|Marconcini, Luciana|Uderzo, Alberto|Goscinny, ;"""Asterix in America"" ""Asterix in Corsica"" ""Asterix e gli Elvezi"" ""Asterix in Iberia"" ""Asterix e i Britanni"" ""Asterix e il grande fossato"" ""L'Odissea di Asterix""";9788804480693;Il libro raccoglie sette avventure dei due Galli più famosi del mondo. Le storie, tutte a colori, vanno dal 1966 fino al 1981: <br><br><em>Asterix in America (1975)<br>Asterix in Corsica (1973)<br>Asterix e gli Elvezi (1970)<br>Asterix in Iberia (1969)<br>Asterix e i Britanni (1966)<br>Asterix e il grande fossato (1980)<br>L'Odissea di Asterix</em> (1981);
332;Liberatore, Tanino|Tamburini, Stefano;Ranxerox;9788873901617;Rank Xerox, androide perfetto, è stato costruito durante l'occupazione di un'università nel 1986 (rovesciamenTo ironico del 1968) da uno studente fuorilegge. Quando la polizia trova e uccide il suo padrone, il robot scappa con i circuiti impazziti e carichi di violenz ma ancora innamorato di una ragazzina poco più che tredicenne, Lubna, che trova la maniera di rimetterlo in funzine.;Humor / Form / Comic Strips & Cartoons
333;Hölz, Max;Un Ribelle Nella Rivoluzione Tedesca 1918-1921;9788886389594;;Guerra, Resistenza e Storia Del PCI
334;Péret, Benjamin;Sparate Sempre Prima Di Strisciare;;;
335;Péret, Benjamin;Non Ne Mangio Di Quel Pane;;;
